ID,SecType,Date,Time,Ask,Ask volume,Bid,Bid volume,Ask time,Day's high ask,Close,Currency,Day's high ask time,Day's high,ISIN,Auction price,Day's low ask,Day's low,Day's low ask time,Open,Nominal value,Last,Last volume,Trading time,Total volume,Mid price,Trading date,Profit,Current price,Related indices,Day high bid time, Day low bid time,Open Time, Last trade time, Close Time, Day high Time, Day low Time,Bid time,Auction Time
INDAX.FR,I,08-11-2021,05:10:04.000,,,,,,,0.0,,,0.0,,,,0.0,,0.0,,0.0,,00:00:00.000,,,,,,,,,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,,
C4EWD.FR,I,08-11-2021,00:00:00.000,,,,,,,0.0,,,0.0,,,,0.0,,0.0,,0.0,,00:00:00.000,,,,,,,,,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,,
GPE.FR,E,08-11-2021,02:00:00.000,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,00:00:00.000,0.0,,08-11-2021,,,,,,,00:00:00.000,00:00:00.000,,,,
IEUCO.FR,I,08-11-2021,05:10:04.000,,,,,,,0.0,,,0.0,,,,0.0,,0.0,,0.0,,00:00:00.000,,,,,,,,,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,,
IDECD.FR,I,08-11-2021,00:00:00.000,,,,,,,0.0,,,0.0,,,,0.0,,0.0,,0.0,,00:00:00.000,,,,,,,,,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,,
GALIM.FR,E,08-11-2021,08:06:31.000,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,00:00:00.000,0.0,,08-11-2021,,,,,,,00:00:00.000,00:00:00.000,,,,
INMGT.FR,I,08-11-2021,05:10:04.000,,,,,,,0.0,,,0.0,,,,0.0,,0.0,,0.0,,00:00:00.000,,,,,,,,,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,,
FB2.FR,E,08-11-2021,00:00:00.000,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,00:00:00.000,0.0,,08-11-2021,,,,,,,00:00:00.000,00:00:00.000,,,,
CS.FR,E,08-11-2021,05:14:00.000,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,00:00:00.000,0.0,,08-11-2021,,,,,,,00:00:00.000,00:00:00.000,,,,
IV60D.FR,I,08-11-2021,00:00:00.000,,,,,,,0.0,,,0.0,,,,0.0,,0.0,,0.0,,00:00:00.000,,,,,,,,,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,,
IMVUS.FR,I,08-11-2021,05:10:04.000,,,,,,,0.0,,,0.0,,,,0.0,,0.0,,0.0,,00:00:00.000,,,,,,,,,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,,
MLATV.FR,E,08-11-2021,05:14:00.000,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,00:00:00.000,0.0,,08-11-2021,,,,,,,00:00:00.000,00:00:00.000,,,,
NVD3.FR,E,08-11-2021,09:12:16.665,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,00:00:00.000,0.0,,08-11-2021,,,,,,,00:00:00.000,00:00:00.000,,,,
INEA.FR,E,08-11-2021,05:14:00.000,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,00:00:00.000,0.0,,08-11-2021,,,,,,,00:00:00.000,00:00:00.000,,,,
ISADW.FR,I,08-11-2021,00:00:00.000,,,,,,,0.0,,,0.0,,,,0.0,,0.0,,0.0,,00:00:00.000,,,,,,,,,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,,
F4RIP.FR,I,08-11-2021,00:00:00.000,,,,,,,0.0,,,0.0,,,,0.0,,0.0,,0.0,,00:00:00.000,,,,,,,,,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,,
LARF.FR,E,08-11-2021,00:00:00.000,,,,,,,,,,,,,,,,,,,,00:00:00.000,,,,,,,,,,,,,,,
ALTA.FR,E,08-11-2021,05:14:00.000,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,00:00:00.000,0.0,,08-11-2021,,,,,,,00:00:00.000,00:00:00.000,,,,
NSCG.FR,E,08-11-2021,00:00:00.000,,,,,,,,,,,,,,,,,,,,00:00:00.000,,,,,,,,,,,,,,,
MLSNT.FR,E,08-11-2021,05:14:00.000,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,00:00:00.000,0.0,,,,,,,,,00:00:00.000,00:00:00.000,,,,
IXBTI.FR,I,08-11-2021,00:00:00.000,,,,,,,0.0,,,0.0,,,,0.0,,0.0,,0.0,,00:00:00.000,,,,,,,,,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,,
NSG.FR,E,08-11-2021,00:00:00.000,,,,,,,,,,,,,,,,,,,,00:00:00.000,,,,,,,,,,,,,,,
AMZ2.FR,E,08-11-2021,00:00:00.000,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,00:00:00.000,0.0,,08-11-2021,,,,,,,00:00:00.000,00:00:00.000,,,,
AKOM.FR,E,08-11-2021,15:50:56.337,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,00:00:00.000,0.0,,08-11-2021,,,,,,,00:00:00.000,00:00:00.000,,,,
IVWRL.FR,I,08-11-2021,05:10:04.000,,,,,,,0.0,,,0.0,,,,0.0,,0.0,,0.0,,00:00:00.000,,,,,,,,,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,,
IPTPH.FR,I,08-11-2021,00:00:00.000,,,,,,,0.0,,,0.0,,,,0.0,,0.0,,0.0,,00:00:00.000,,,,,,,,,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,,
IUS10.FR,I,08-11-2021,05:10:04.000,,,,,,,0.0,,,0.0,,,,0.0,,0.0,,0.0,,00:00:00.000,,,,,,,,,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,,
NSDG.FR,E,08-11-2021,00:00:00.000,,,,,,,,,,,,,,,,,,,,00:00:00.000,,,,,,,,,,,,,,,
SK.FR,E,08-11-2021,05:14:00.000,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,00:00:00.000,0.0,,08-11-2021,,,,,,,00:00:00.000,00:00:00.000,,,,
ISXLY.FR,I,08-11-2021,00:00:00.000,,,,,,,0.0,,,0.0,,,,0.0,,0.0,,0.0,,00:00:00.000,,,,,,,,,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,,
GHCPR.FR,I,08-11-2021,00:00:00.000,,,,,,,0.0,,,0.0,,,,0.0,,0.0,,0.0,,00:00:00.000,,,,,,,,,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,,
USCEG.FR,I,08-11-2021,00:00:00.000,,,,,,,0.0,,,0.0,,,,0.0,,0.0,,0.0,,00:00:00.000,,,,,,,,,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,,
ALSER.FR,E,08-11-2021,05:14:00.000,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,00:00:00.000,0.0,,08-11-2021,,,,,,,00:00:00.000,00:00:00.000,,,,
INUST.FR,I,08-11-2021,05:10:04.000,,,,,,,0.0,,,0.0,,,,0.0,,0.0,,0.0,,00:00:00.000,,,,,,,,,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,,
ALFLE.FR,E,08-11-2021,09:34:22.000,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,00:00:00.000,0.0,,08-11-2021,,,,,,,00:00:00.000,00:00:00.000,,,,
ALVU.FR,E,08-11-2021,11:42:01.206,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,00:00:00.000,0.0,,08-11-2021,,,,,,,00:00:00.000,00:00:00.000,,,,
ITNAE.FR,I,08-11-2021,05:10:04.000,,,,,,,0.0,,,0.0,,,,0.0,,0.0,,0.0,,00:00:00.000,,,,,,,,,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,,
IJD1X.FR,I,08-11-2021,00:00:00.000,,,,,,,0.0,,,0.0,,,,0.0,,0.0,,0.0,,00:00:00.000,,,,,,,,,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,,
ITSYE.FR,I,08-11-2021,05:10:04.000,,,,,,,0.0,,,0.0,,,,0.0,,0.0,,0.0,,00:00:00.000,,,,,,,,,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,,
IECAR.FR,I,08-11-2021,00:00:00.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMI13.FR,I,08-11-2021,05:10:04.000,,,,,,,0.0,,,0.0,,,,0.0,,0.0,,0.0,,00:00:00.000,,,,,,,,,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,,
IBTPS.FR,I,08-11-2021,05:10:04.000,,,,,,,0.0,,,0.0,,,,0.0,,0.0,,0.0,,00:00:00.000,,,,,,,,,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,,
IBAB3.FR,I,08-11-2021,00:00:00.000,,,,,,,0.0,,,0.0,,,,0.0,,0.0,,0.0,,00:00:00.000,,,,,,,,,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,,
ISXLP.FR,I,08-11-2021,00:00:00.000,,,,,,,0.0,,,0.0,,,,0.0,,0.0,,0.0,,00:00:00.000,,,,,,,,,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,,
I2POW.FR,E,08-11-2021,17:05:56.447,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,00:00:00.000,0.0,,08-11-2021,,,,,,,00:00:00.000,00:00:00.000,,,,
II500.FR,I,08-11-2021,00:00:00.000,,,,,,,0.0,,,0.0,,,,0.0,,0.0,,0.0,,00:00:00.000,,,,,,,,,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,,
ALTBM.FR,E,08-11-2021,00:00:00.000,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,00:00:00.000,0.0,,08-11-2021,,,,,,,00:00:00.000,00:00:00.000,,,,
I100H.FR,I,08-11-2021,00:00:00.000,,,,,,,0.0,,,0.0,,,,0.0,,0.0,,0.0,,00:00:00.000,,,,,,,,,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,,
CACLN.FR,I,08-11-2021,00:00:00.000,,,,,,,0.0,,,0.0,,,,0.0,,0.0,,0.0,,00:00:00.000,,,,,,,,,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,,
IDHYD.FR,I,08-11-2021,00:00:00.000,,,,,,,0.0,,,0.0,,,,0.0,,0.0,,0.0,,00:00:00.000,,,,,,,,,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,,
MLALE.FR,E,08-11-2021,00:00:00.000,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,00:00:00.000,0.0,,08-11-2021,,,,,,,00:00:00.000,00:00:00.000,,,,
PAR.FR,E,08-11-2021,01:00:00.000,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,00:00:00.000,0.0,,08-11-2021,,,,,,,00:00:00.000,00:00:00.000,,,,
COM.FR,E,08-11-2021,05:14:00.000,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,00:00:00.000,0.0,,08-11-2021,,,,,,,00:00:00.000,00:00:00.000,,,,
ICSUS.FR,I,08-11-2021,05:10:04.000,,,,,,,0.0,,,0.0,,,,0.0,,0.0,,0.0,,00:00:00.000,,,,,,,,,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,,
ICSH2.FR,I,08-11-2021,00:00:00.000,,,,,,,0.0,,,0.0,,,,0.0,,0.0,,0.0,,00:00:00.000,,,,,,,,,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,,
ALNMR.FR,E,08-11-2021,09:52:59.349,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,00:00:00.000,0.0,,08-11-2021,,,,,,,00:00:00.000,00:00:00.000,,,,
GENX.FR,E,08-11-2021,05:14:00.000,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,00:00:00.000,0.0,,08-11-2021,,,,,,,00:00:00.000,00:00:00.000,,,,
SEC.FR,E,08-11-2021,05:14:00.000,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,00:00:00.000,0.0,,08-11-2021,,,,,,,00:00:00.000,00:00:00.000,,,,
BNPAQ.FR,E,08-11-2021,05:14:09.000,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,00:00:00.000,0.0,,08-11-2021,,,,,,,00:00:00.000,00:00:00.000,,,,
ICITS.FR,I,08-11-2021,00:00:00.000,,,,,,,0.0,,,0.0,,,,0.0,,0.0,,0.0,,00:00:00.000,,,,,,,,,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,,
IAMZ2.FR,I,08-11-2021,00:00:00.000,,,,,,,0.0,,,0.0,,,,0.0,,0.0,,0.0,,00:00:00.000,,,,,,,,,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,,
MLETA.FR,E,08-11-2021,05:14:00.000,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,00:00:00.000,0.0,,08-11-2021,,,,,,,00:00:00.000,00:00:00.000,,,,
ALVDM.FR,E,08-11-2021,05:14:00.000,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,00:00:00.000,0.0,,08-11-2021,,,,,,,00:00:00.000,00:00:00.000,,,,
ALMND.FR,E,08-11-2021,11:04:24.593,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,00:00:00.000,0.0,,08-11-2021,,,,,,,00:00:00.000,00:00:00.000,,,,
ALPDX.FR,E,08-11-2021,02:00:00.000,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,00:00:00.000,0.0,,08-11-2021,,,,,,,00:00:00.000,00:00:00.000,,,,
IP50H.FR,I,08-11-2021,00:00:00.000,,,,,,,0.0,,,0.0,,,,0.0,,0.0,,0.0,,00:00:00.000,,,,,,,,,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,,
MLSHD.FR,E,08-11-2021,05:14:00.000,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,00:00:00.000,0.0,,,,,,,,,00:00:00.000,00:00:00.000,,,,
ALINV.FR,E,08-11-2021,10:40:46.554,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,00:00:00.000,0.0,,08-11-2021,,,,,,,00:00:00.000,00:00:00.000,,,,
ICNYA.FR,I,08-11-2021,00:00:00.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALOBR.FR,E,08-11-2021,05:14:00.000,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,00:00:00.000,0.0,,08-11-2021,,,,,,,00:00:00.000,00:00:00.000,,,,
ETL.FR,E,08-11-2021,05:14:00.000,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,00:00:00.000,0.0,,08-11-2021,,,,,,,00:00:00.000,00:00:00.000,,,,
LGFB.FR,E,08-11-2021,00:00:00.000,,,,,,,,,,,,,,,,,,,,00:00:00.000,,,,,,,,,,,,,,,
IHPAE.FR,I,08-11-2021,00:00:00.000,,,,,,,0.0,,,0.0,,,,0.0,,0.0,,0.0,,00:00:00.000,,,,,,,,,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,,
MLAIR.FR,E,08-11-2021,00:00:00.000,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,00:00:00.000,0.0,,08-11-2021,,,,,,,00:00:00.000,00:00:00.000,,,,
FRCG.FR,I,08-11-2021,05:10:04.000,,,,,,,0.0,,,0.0,,,,0.0,,0.0,,0.0,,00:00:00.000,,,,,,,,,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,,
INLVX.FR,I,08-11-2021,00:00:00.000,,,,,,,0.0,,,0.0,,,,0.0,,0.0,,0.0,,00:00:00.000,,,,,,,,,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,,
ASY.FR,E,08-11-2021,02:00:00.000,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,00:00:00.000,0.0,,08-11-2021,,,,,,,00:00:00.000,00:00:00.000,,,,
IPRIO.FR,I,08-11-2021,05:10:04.000,,,,,,,0.0,,,0.0,,,,0.0,,0.0,,0.0,,00:00:00.000,,,,,,,,,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,,
MLLOI.FR,E,08-11-2021,05:14:00.000,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,00:00:00.000,0.0,,08-11-2021,,,,,,,00:00:00.000,00:00:00.000,,,,
MDM.FR,E,08-11-2021,05:14:00.000,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,00:00:00.000,0.0,,08-11-2021,,,,,,,00:00:00.000,00:00:00.000,,,,
IFLOT.FR,I,08-11-2021,00:00:00.000,,,,,,,0.0,,,0.0,,,,0.0,,0.0,,0.0,,00:00:00.000,,,,,,,,,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,,
IHSEU.FR,I,08-11-2021,00:00:00.000,,,,,,,0.0,,,0.0,,,,0.0,,0.0,,0.0,,00:00:00.000,,,,,,,,,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,,
IEEDV.FR,I,08-11-2021,00:00:00.000,,,,,,,0.0,,,0.0,,,,0.0,,0.0,,0.0,,00:00:00.000,,,,,,,,,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,,
IPRAR.FR,I,08-11-2021,00:00:00.000,,,,,,,0.0,,,0.0,,,,0.0,,0.0,,0.0,,00:00:00.000,,,,,,,,,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,,
ILWCE.FR,I,08-11-2021,00:00:00.000,,,,,,,0.0,,,0.0,,,,0.0,,0.0,,0.0,,00:00:00.000,,,,,,,,,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,,
ALI2S.FR,E,08-11-2021,05:14:00.000,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,00:00:00.000,0.0,,08-11-2021,,,,,,,00:00:00.000,00:00:00.000,,,,
ALTTI.FR,E,08-11-2021,01:00:00.000,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,00:00:00.000,0.0,,08-11-2021,,,,,,,00:00:00.000,00:00:00.000,,,,
ITSLA.FR,I,08-11-2021,00:00:00.000,,,,,,,0.0,,,0.0,,,,0.0,,0.0,,0.0,,00:00:00.000,,,,,,,,,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,,
ICEMU.FR,I,08-11-2021,05:10:04.000,,,,,,,0.0,,,0.0,,,,0.0,,0.0,,0.0,,00:00:00.000,,,,,,,,,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,,
ALMET.FR,E,08-11-2021,02:00:00.000,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,00:00:00.000,0.0,,08-11-2021,,,,,,,00:00:00.000,00:00:00.000,,,,
INMJP.FR,I,08-11-2021,05:10:04.000,,,,,,,0.0,,,0.0,,,,0.0,,0.0,,0.0,,00:00:00.000,,,,,,,,,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,,
IEGRI.FR,I,08-11-2021,00:00:00.000,,,,,,,0.0,,,0.0,,,,0.0,,0.0,,0.0,,00:00:00.000,,,,,,,,,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,,
IFLXK.FR,I,08-11-2021,00:00:00.000,,,,,,,0.0,,,0.0,,,,0.0,,0.0,,0.0,,00:00:00.000,,,,,,,,,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,,
IMA13.FR,I,08-11-2021,05:10:04.000,,,,,,,0.0,,,0.0,,,,0.0,,0.0,,0.0,,00:00:00.000,,,,,,,,,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,,
FRIN.FR,I,08-11-2021,05:10:04.000,,,,,,,0.0,,,0.0,,,,0.0,,0.0,,0.0,,00:00:00.000,,,,,,,,,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,,
UBRS.FR,E,08-11-2021,00:00:00.000,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,00:00:00.000,0.0,,08-11-2021,,,,,,,00:00:00.000,00:00:00.000,,,,
INPHG.FR,I,08-11-2021,05:10:04.000,,,,,,,0.0,,,0.0,,,,0.0,,0.0,,0.0,,00:00:00.000,,,,,,,,,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,,
